Unnamed: 0,#,Coin,Price,1h,24h,7d,24h Volume,Mkt Cap,FDV,Mkt Cap/FDV,Last 7 Days
,81,Klaytn KLAY,$0.165854,-0.1%,1.0%,-5.8%,"$6,785,791","$521,781,653",-,-,
,82,IOTA MIOTA,$0.181461,-0.3%,1.1%,-4.2%,"$4,810,705","$504,470,173","$504,470,173",1.00,
,83,GMX GMX,$55.59,-0.5%,-0.2%,-3.4%,"$4,985,869","$493,049,485","$737,079,383",0.67,
,84,cETH CETH,$37.83,0.0%,0.2%,-2.9%,$916.91,"$488,134,165","$488,134,165",1.00,
,85,PAX Gold PAXG,"$1,921.94",-0.1%,0.5%,1.3%,"$6,646,865","$486,153,484","$486,153,484",1.00,
,86,Terra Luna Classic LUNC,$0.000083111878,-0.2%,-0.4%,-4.1%,"$19,641,115","$483,914,194","$568,984,803",0.85,
,87,Kaspa KAS,$0.024502487068,-0.2%,-0.9%,3.3%,"$8,881,783","$480,251,219","$703,686,353",0.68,
,88,Tether Gold XAUT,"$1,935.21",-0.1%,0.5%,0.6%,"$6,140,795","$477,398,820","$477,398,820",1.00,
,89,Tokenize Xchange TKX,$5.83,-0.4%,-0.7%,-2.8%,"$6,123,842","$468,246,386","$585,337,250",0.80,
,90,Frax Share FXS,$6.31,-0.2%,-0.8%,-2.4%,"$10,786,007","$460,423,235","$629,740,399",0.73,
,91,Compound COMP,$66.32,-1.5%,11.9%,3.7%,"$186,508,170","$454,319,544","$662,651,489",0.69,
,92,BitTorrent BTT,$0.000000475857,-0.3%,0.3%,-1.8%,"$12,058,890","$453,671,467","$472,066,956",0.96,
,93,Frax Ether FRXETH,"$1,878.86",-0.2%,-0.0%,-3.1%,"$2,073,937","$446,362,711","$446,390,932",1.00,
,94,Huobi HT,$2.72,-0.1%,0.1%,-0.8%,"$9,206,202","$441,465,341","$554,713,724",0.80,
,95,Sui SUI,$0.661213,0.1%,0.3%,-3.4%,"$31,897,450","$432,775,198","$6,611,829,660",0.07,
,96,XDC Network XDC,$0.031049161253,-0.5%,0.1%,-4.6%,"$2,410,924","$430,797,486","$1,177,350,655",0.37,
,97,Mina Protocol MINA,$0.450634,-0.7%,-9.4%,-11.9%,"$53,731,814","$420,569,700","$474,520,748",0.89,
,98,Casper Network CSPR,$0.036715078149,-0.6%,-1.9%,-6.6%,"$2,933,203","$410,290,003","$435,613,306",0.94,
,99,Conflux CFX,$0.189870,-0.6%,4.5%,-4.7%,"$32,724,413","$399,807,260","$1,007,357,576",0.40,
,100,cUSDC CUSDC,$0.022918405759,0.0%,-0.1%,0.0%,$2.94,"$387,648,563","$401,546,974",0.97,
