Unnamed: 0,#,Coin,Price,1h,24h,7d,24h Volume,Mkt Cap,FDV,Mkt Cap/FDV,Last 7 Days
,16,Wrapped Bitcoin WBTC,"$30,559.91",0.1%,0.1%,-0.9%,"$90,827,621","$4,812,149,647","$4,812,149,647",1.00,
,17,Avalanche AVAX,$13.23,-0.2%,-3.3%,1.4%,"$147,297,603","$4,575,356,227","$9,525,973,958",0.48,
,18,Shiba Inu SHIB,$0.000007548122,0.2%,-0.2%,-1.9%,"$66,246,877","$4,449,679,576","$7,550,215,421",0.59,
,19,Dai DAI,$0.999479,0.0%,-0.1%,-0.1%,"$82,457,972","$4,291,202,174","$4,291,202,174",1.00,
,20,Uniswap UNI,$5.35,0.6%,1.6%,-3.2%,"$71,832,116","$4,023,153,384","$5,337,398,907",0.75,
,21,Binance USD BUSD,$0.999610,-0.1%,-0.0%,-0.1%,"$1,362,626,755","$4,002,429,387","$4,002,429,387",1.00,
,22,LEO Token LEO,$4.04,-0.2%,-1.0%,2.1%,"$750,986","$3,757,986,844","$3,981,782,911",0.94,
,23,Chainlink  LINK,$6.24,-0.2%,1.1%,-4.6%,"$87,307,882","$3,222,868,595","$6,232,583,191",0.52,
,24,Monero XMR,$164.03,-0.4%,-0.3%,-1.4%,"$60,253,437","$2,981,352,721",-,-,
,25,TrueUSD TUSD,$0.999352,-0.1%,-0.0%,-0.1%,"$1,819,032,724","$2,891,688,525","$2,891,688,525",1.00,
,26,Cosmos Hub ATOM,$9.20,0.4%,-0.9%,-5.8%,"$138,600,339","$2,692,564,590",-,-,
,27,Ethereum Classic ETC,$18.88,0.0%,-0.1%,-3.7%,"$81,980,552","$2,678,987,139","$3,977,436,343",0.67,
,28,Stellar XLM,$0.096928852765,-0.2%,-2.9%,-6.4%,"$43,119,642","$2,620,254,105","$4,842,924,325",0.54,
,29,OKB OKB,$43.32,0.0%,0.7%,-2.0%,"$3,327,212","$2,597,356,015","$12,986,780,077",0.20,
,30,Toncoin TON,$1.34,0.1%,-2.3%,-3.5%,"$5,693,517","$1,977,188,112","$6,785,705,646",0.29,
,31,Filecoin FIL,$4.30,-0.6%,-0.6%,-5.8%,"$63,118,129","$1,869,362,695","$8,431,862,602",0.22,
,32,Internet Computer ICP,$4.17,0.5%,2.3%,-4.3%,"$13,564,339","$1,822,160,369","$1,952,992,849",0.93,
,33,Lido DAO LDO,$1.92,0.0%,-1.8%,-10.9%,"$17,481,089","$1,684,260,943","$1,914,809,284",0.88,
,34,Hedera HBAR,$0.048611280907,-0.5%,2.0%,-0.4%,"$15,618,677","$1,569,916,811","$2,431,147,675",0.65,
,35,Cronos CRO,$0.057651298849,0.6%,2.6%,0.0%,"$5,358,594","$1,499,232,765","$1,719,601,457",0.87,
,36,Quant QNT,$102.29,0.2%,-0.2%,-4.8%,"$14,956,279","$1,488,606,207","$1,495,598,481",1.00,
,37,Aptos APT,$7.05,0.1%,-0.7%,-8.1%,"$48,387,712","$1,481,440,179","$7,349,686,341",0.20,
,38,Arbitrum ARB,$1.13,-0.1%,0.3%,-2.0%,"$91,560,073","$1,437,123,102","$11,271,553,741",0.13,
,39,VeChain VET,$0.018967116957,-0.0%,1.5%,-4.8%,"$32,949,753","$1,379,354,917","$1,644,891,611",0.84,
,40,NEAR Protocol NEAR,$1.34,-0.0%,-0.5%,-5.0%,"$31,881,341","$1,243,015,410","$1,334,722,333",0.93,
,41,Aave AAVE,$74.81,0.6%,6.5%,-5.1%,"$102,970,003","$1,081,394,192","$1,195,544,581",0.90,
,42,The Graph GRT,$0.114663,0.0%,-0.3%,-8.4%,"$18,779,397","$1,039,769,177","$1,145,844,625",0.91,
,43,Frax FRAX,$0.998641,0.0%,-0.1%,-0.1%,"$5,740,969","$1,002,345,754","$1,002,345,754",1.00,
,44,Rocket Pool ETH RETH,"$2,028.01",0.0%,0.3%,-2.9%,"$7,861,330","$952,472,207","$951,190,689",1.00,
,45,MultiversX EGLD,$35.61,-0.1%,0.4%,-0.6%,"$8,075,158","$915,925,694","$1,120,235,378",0.82,
,46,Stacks STX,$0.658869,-0.1%,2.4%,-5.1%,"$22,472,753","$915,261,487","$1,196,246,540",0.77,
,47,Algorand ALGO,$0.109584,0.2%,-0.5%,-11.3%,"$42,811,997","$834,400,341","$1,095,680,392",0.76,
,48,Maker MKR,$916.58,-0.1%,-1.3%,-6.4%,"$41,965,330","$825,026,928","$920,468,242",0.90,
,49,EOS EOS,$0.733469,-0.0%,0.8%,-2.9%,"$78,617,058","$815,046,086",-,-,
,50,The Sandbox SAND,$0.423885,-0.3%,1.3%,-3.8%,"$37,900,484","$791,605,368","$1,270,137,217",0.62,
,51,Optimism OP,$1.23,0.1%,0.9%,-4.9%,"$47,281,178","$791,143,308","$5,271,427,463",0.15,
,52,WhiteBIT Token WBT,$5.44,-0.0%,1.0%,1.9%,"$11,311,893","$784,216,330","$2,176,587,285",0.36,
,53,Tezos XTZ,$0.832336,-0.4%,1.7%,0.4%,"$14,232,306","$780,259,006",-,-,
,54,Bitcoin SV BSV,$39.86,-0.2%,-1.3%,-9.6%,"$26,075,589","$765,500,240","$834,394,326",0.92,
,55,Fantom FTM,$0.272651,-0.2%,-2.1%,-13.3%,"$73,338,198","$762,552,932","$864,945,969",0.88,
,56,Theta Network THETA,$0.759589,-0.3%,3.9%,-1.7%,"$6,887,382","$760,119,029","$760,119,029",1.00,
,57,Render RNDR,$2.02,0.2%,5.2%,-2.5%,"$25,646,888","$745,661,492","$1,073,502,075",0.69,
,58,USDD USDD,$0.998956,0.0%,-0.1%,-0.1%,"$17,556,030","$737,416,913",-,-,
,59,ImmutableX IMX,$0.698610,0.2%,0.0%,-7.1%,"$336,996,253","$727,116,436","$1,397,782,699",0.52,
,60,Decentraland MANA,$0.392971,-0.2%,1.9%,-1.0%,"$35,037,522","$722,657,657","$861,778,160",0.84,
,61,Rocket Pool RPL,$36.31,-0.1%,1.2%,-6.5%,"$4,692,165","$709,190,444","$709,190,444",1.00,
,62,ApeCoin  APE,$1.93,0.3%,0.3%,-10.1%,"$45,191,198","$708,862,896","$1,923,154,954",0.37,
,63,Curve DAO CRV,$0.801150,0.3%,-0.9%,-0.2%,"$23,028,294","$695,803,946","$2,646,684,420",0.26,
,64,Axie Infinity AXS,$5.97,-0.2%,2.5%,-3.1%,"$27,957,193","$691,068,397","$1,613,230,809",0.43,
,65,Pax Dollar USDP,$1.00,-0.1%,0.1%,0.0%,"$2,021,200","$661,800,807","$661,800,807",1.00,
,66,BitDAO BIT,$0.454100,0.3%,1.9%,-9.7%,"$10,681,693","$659,974,121","$4,362,383,014",0.15,
,67,Bitget Token BGB,$0.470059,0.5%,1.4%,-4.4%,"$12,736,048","$657,714,027","$939,590,796",0.70,
,68,Synthetix Network SNX,$2.05,-0.0%,0.3%,-5.4%,"$17,396,321","$655,384,297","$656,866,085",1.00,
,69,Kava KAVA,$1.05,-0.0%,4.8%,9.7%,"$24,306,310","$653,941,340","$653,956,036",1.00,
,70,NEO NEO,$9.14,-0.1%,1.8%,-1.8%,"$30,213,453","$643,966,335","$913,038,898",0.71,
,71,Pepe PEPE,$0.000001520597,0.1%,0.8%,-12.3%,"$66,057,601","$638,502,377","$638,502,377",1.00,
,72,Injective INJ,$7.98,-0.1%,-2.0%,-6.9%,"$29,541,479","$638,168,895","$797,655,728",0.80,
,73,eCash XEC,$0.000032399579,-0.2%,-4.8%,1.9%,"$7,449,609","$637,652,097","$688,814,679",0.93,
,74,Flow FLOW,$0.596562,0.2%,-1.7%,-5.7%,"$8,724,463","$617,564,882","$859,755,902",0.72,
,75,GALA GALA,$0.024938015111,0.3%,0.5%,-0.8%,"$227,202,692","$608,923,941","$1,246,319,991",0.49,
,76,KuCoin KCS,$6.20,-0.1%,-0.6%,-6.1%,"$1,065,621","$600,808,114","$895,643,824",0.67,
,77,Gate GT,$4.29,0.1%,0.2%,-2.3%,"$393,967","$597,074,423","$1,288,474,590",0.46,
,78,Radix XRD,$0.055807283882,-0.4%,-0.4%,-9.8%,"$1,882,404","$570,302,494","$1,340,538,230",0.43,
,79,Gemini Dollar GUSD,$0.999682,-0.1%,-0.1%,0.2%,"$1,187,919","$564,457,231","$564,752,359",1.00,
,80,Chiliz CHZ,$0.078095677952,0.2%,2.4%,-1.6%,"$19,949,711","$545,247,413","$694,794,843",0.78,
,81,Klaytn KLAY,$0.165789,-0.2%,1.0%,-5.5%,"$4,409,437","$521,944,296",-,-,
,82,IOTA MIOTA,$0.181371,-0.1%,1.0%,-2.9%,"$4,839,879","$504,230,797","$504,230,797",1.00,
,83,GMX GMX,$55.79,0.2%,0.3%,-2.7%,"$5,987,746","$494,319,199","$738,977,630",0.67,
,84,cETH CETH,$37.81,0.2%,-0.1%,-2.8%,$917.90,"$487,897,279","$487,835,114",1.00,
,85,PAX Gold PAXG,"$1,924.11",0.1%,0.8%,1.4%,"$6,802,023","$486,197,720","$486,197,720",1.00,
,86,Terra Luna Classic LUNC,$0.000083303126,0.0%,0.1%,-3.5%,"$19,907,013","$484,771,296","$569,986,227",0.85,
,87,Kaspa KAS,$0.024452696095,-0.6%,-1.5%,2.7%,"$8,876,319","$478,519,205","$701,173,920",0.68,
,88,Tether Gold XAUT,"$1,933.20",-0.0%,0.4%,0.5%,"$6,134,799","$476,782,177","$476,782,177",1.00,
,89,Tokenize Xchange TKX,$5.85,0.5%,-0.3%,-2.8%,"$6,150,463","$465,780,625","$582,254,894",0.80,
,90,Compound COMP,$67.26,-1.2%,13.5%,5.4%,"$185,353,851","$461,024,193","$672,430,609",0.69,
,91,Frax Share FXS,$6.31,0.2%,-0.6%,-3.4%,"$10,569,973","$459,597,244","$628,610,656",0.73,
,92,BitTorrent BTT,$0.000000476715,-0.0%,0.6%,-1.6%,"$11,609,636","$454,150,469","$472,565,380",0.96,
,93,Frax Ether FRXETH,"$1,881.11",-0.1%,0.1%,-3.0%,"$2,174,820","$446,170,641","$446,170,641",1.00,
,94,Huobi HT,$2.72,-0.0%,0.1%,-0.7%,"$9,069,771","$441,005,870","$554,136,386",0.80,
,95,XDC Network XDC,$0.030999710139,-0.2%,-0.8%,-6.1%,"$1,886,902","$432,459,129","$1,181,892,373",0.37,
,96,Sui SUI,$0.658457,0.1%,0.2%,-3.3%,"$32,093,597","$431,785,422","$6,596,708,103",0.07,
,97,Mina Protocol MINA,$0.453459,0.7%,-10.4%,-11.5%,"$58,799,554","$421,724,920","$475,829,678",0.89,
,98,Casper Network CSPR,$0.036856196638,-0.4%,-1.3%,-6.6%,"$2,935,414","$411,194,654","$436,566,908",0.94,
,99,Conflux CFX,$0.189197,1.4%,4.1%,-4.6%,"$25,412,212","$393,397,674","$991,207,931",0.40,
,100,cUSDC CUSDC,$0.022915040560,-0.0%,-0.0%,0.0%,$2.94,"$387,607,213","$387,591,643",1.00,
